"businessentityid","phonenumber","phonenumbertypeid","modifieddate"
3175,"1 (11) 500 555-0116",2,2013-09-18 00:00:00.000
3176,"685-555-0184",2,2013-10-10 00:00:00.000
3177,"128-555-0112",1,2014-04-21 00:00:00.000
3178,"1 (11) 500 555-0167",1,2011-08-06 00:00:00.000
3179,"1 (11) 500 555-0116",1,2013-05-18 00:00:00.000
3180,"788-555-0196",1,2014-03-13 00:00:00.000
3181,"118-555-0175",2,2013-11-03 00:00:00.000
3182,"1 (11) 500 555-0153",1,2012-10-26 00:00:00.000
3183,"688-555-0181",1,2013-02-16 00:00:00.000
3184,"1 (11) 500 555-0120",1,2012-04-25 00:00:00.000
3185,"1 (11) 500 555-0114",2,2013-11-10 00:00:00.000
3186,"321-555-0174",1,2014-01-26 00:00:00.000
3187,"1 (11) 500 555-0176",2,2012-06-01 00:00:00.000
3188,"671-555-0191",2,2014-04-10 00:00:00.000
3189,"1 (11) 500 555-0129",1,2011-10-24 00:00:00.000
3190,"730-555-0181",2,2014-02-22 00:00:00.000
3191,"1 (11) 500 555-0189",1,2013-12-26 00:00:00.000
3192,"1 (11) 500 555-0170",1,2014-01-09 00:00:00.000
3193,"1 (11) 500 555-0127",1,2013-10-28 00:00:00.000
3194,"292-555-0140",1,2013-01-27 00:00:00.000
3195,"250-555-0118",2,2013-11-27 00:00:00.000
3196,"1 (11) 500 555-0188",2,2013-09-17 00:00:00.000
3197,"480-555-0126",1,2013-07-01 00:00:00.000
3198,"1 (11) 500 555-0190",1,2013-08-01 00:00:00.000
3199,"1 (11) 500 555-0161",2,2014-03-23 00:00:00.000
3200,"843-555-0191",2,2013-07-19 00:00:00.000
3201,"754-555-0183",2,2013-10-28 00:00:00.000
3202,"830-555-0157",2,2013-09-13 00:00:00.000
3203,"380-555-0191",1,2014-01-24 00:00:00.000
3204,"783-555-0174",2,2013-09-04 00:00:00.000
3205,"1 (11) 500 555-0167",2,2013-09-08 00:00:00.000
3206,"1 (11) 500 555-0170",1,2013-05-13 00:00:00.000
3207,"1 (11) 500 555-0113",1,2014-02-01 00:00:00.000
3208,"464-555-0117",2,2013-07-01 00:00:00.000
3209,"162-555-0192",2,2014-04-08 00:00:00.000
3210,"156-555-0195",2,2014-02-20 00:00:00.000
3211,"1 (11) 500 555-0126",2,2014-03-11 00:00:00.000
3212,"1 (11) 500 555-0191",2,2012-10-13 00:00:00.000
3213,"1 (11) 500 555-0182",2,2013-09-13 00:00:00.000
3214,"969-555-0112",2,2013-11-22 00:00:00.000
3215,"1 (11) 500 555-0116",2,2013-09-26 00:00:00.000
3216,"732-555-0156",2,2013-11-13 00:00:00.000
3217,"1 (11) 500 555-0184",1,2014-02-06 00:00:00.000
3218,"1 (11) 500 555-0184",1,2012-07-06 00:00:00.000
3219,"1 (11) 500 555-0117",2,2013-08-31 00:00:00.000
3220,"835-555-0168",2,2013-06-30 00:00:00.000
3221,"743-555-0161",1,2014-04-04 00:00:00.000
3222,"1 (11) 500 555-0190",2,2013-07-24 00:00:00.000
3223,"801-555-0117",1,2012-01-06 00:00:00.000
3224,"1 (11) 500 555-0168",2,2013-09-01 00:00:00.000
3225,"156-555-0163",2,2013-08-04 00:00:00.000
3226,"484-555-0164",1,2013-12-13 00:00:00.000
3227,"1 (11) 500 555-0164",2,2012-10-20 00:00:00.000
3228,"1 (11) 500 555-0111",1,2014-05-15 00:00:00.000
3229,"997-555-0135",1,2012-06-15 00:00:00.000
3230,"917-555-0110",2,2013-08-03 00:00:00.000
3231,"459-555-0122",1,2014-01-28 00:00:00.000
3232,"202-555-0115",2,2014-02-24 00:00:00.000
3233,"948-555-0124",1,2014-03-18 00:00:00.000
3234,"1 (11) 500 555-0161",2,2013-09-18 00:00:00.000
3235,"226-555-0149",1,2013-08-30 00:00:00.000
3236,"880-555-0163",2,2014-03-10 00:00:00.000
3237,"1 (11) 500 555-0134",1,2011-11-16 00:00:00.000
3238,"821-555-0165",2,2011-11-10 00:00:00.000
3239,"987-555-0181",1,2014-01-14 00:00:00.000
3240,"1 (11) 500 555-0176",1,2014-05-13 00:00:00.000
3241,"662-555-0113",1,2013-06-19 00:00:00.000
3242,"113-555-0142",1,2012-10-06 00:00:00.000
3243,"1 (11) 500 555-0165",2,2014-05-31 00:00:00.000
3244,"591-555-0116",2,2013-02-08 00:00:00.000
3245,"1 (11) 500 555-0158",2,2013-03-26 00:00:00.000
3246,"1 (11) 500 555-0117",1,2013-09-22 00:00:00.000
3247,"1 (11) 500 555-0132",1,2014-02-10 00:00:00.000
3248,"774-555-0124",2,2013-07-30 00:00:00.000
3249,"1 (11) 500 555-0118",1,2011-08-08 00:00:00.000
3250,"1 (11) 500 555-0188",1,2011-09-22 00:00:00.000
3251,"231-555-0159",1,2013-12-08 00:00:00.000
3252,"617-555-0184",1,2014-04-29 00:00:00.000
3253,"333-555-0179",2,2014-05-12 00:00:00.000
3254,"561-555-0118",1,2013-08-17 00:00:00.000
3255,"1 (11) 500 555-0114",1,2013-01-15 00:00:00.000
3256,"1 (11) 500 555-0164",1,2013-03-19 00:00:00.000
3257,"211-555-0113",2,2013-12-21 00:00:00.000
3258,"1 (11) 500 555-0188",1,2012-07-03 00:00:00.000
3259,"1 (11) 500 555-0151",2,2013-08-04 00:00:00.000
3260,"177-555-0199",2,2013-12-29 00:00:00.000
3261,"669-555-0171",1,2013-08-24 00:00:00.000
3262,"1 (11) 500 555-0118",2,2013-07-22 00:00:00.000
3263,"1 (11) 500 555-0191",2,2013-12-27 00:00:00.000
3264,"479-555-0163",2,2011-06-22 00:00:00.000
3265,"542-555-0175",2,2014-05-14 00:00:00.000
3266,"1 (11) 500 555-0139",2,2013-04-20 00:00:00.000
3267,"1 (11) 500 555-0115",1,2011-08-09 00:00:00.000
3268,"1 (11) 500 555-0121",1,2012-11-17 00:00:00.000
3269,"1 (11) 500 555-0161",1,2013-04-12 00:00:00.000
3270,"591-555-0153",1,2013-07-26 00:00:00.000
3271,"189-555-0198",2,2013-12-05 00:00:00.000
3272,"1 (11) 500 555-0112",1,2011-09-01 00:00:00.000
3273,"1 (11) 500 555-0113",2,2014-01-11 00:00:00.000
3274,"1 (11) 500 555-0175",1,2013-09-18 00:00:00.000
3275,"155-555-0116",1,2013-09-02 00:00:00.000
3276,"177-555-0119",1,2013-11-14 00:00:00.000
3277,"1 (11) 500 555-0133",2,2012-06-12 00:00:00.000
3278,"649-555-0177",2,2013-08-05 00:00:00.000
3279,"1 (11) 500 555-0118",2,2011-11-27 00:00:00.000
3280,"323-555-0119",1,2014-02-01 00:00:00.000
3281,"1 (11) 500 555-0187",2,2012-06-06 00:00:00.000
3282,"500-555-0195",1,2013-10-29 00:00:00.000
3283,"1 (11) 500 555-0148",2,2014-05-22 00:00:00.000
3284,"1 (11) 500 555-0195",1,2013-12-18 00:00:00.000
3285,"1 (11) 500 555-0113",2,2014-03-28 00:00:00.000
3286,"1 (11) 500 555-0139",1,2012-06-10 00:00:00.000
3287,"1 (11) 500 555-0113",1,2014-01-23 00:00:00.000
3288,"1 (11) 500 555-0153",1,2011-08-21 00:00:00.000
3289,"1 (11) 500 555-0197",1,2012-05-13 00:00:00.000
3290,"389-555-0178",1,2013-07-19 00:00:00.000
3291,"982-555-0153",2,2013-09-06 00:00:00.000
3292,"400-555-0178",2,2013-03-25 00:00:00.000
3293,"1 (11) 500 555-0134",1,2014-06-16 00:00:00.000
3294,"701-555-0131",1,2012-10-02 00:00:00.000
3295,"1 (11) 500 555-0118",2,2013-04-28 00:00:00.000
3296,"458-555-0132",1,2014-04-25 00:00:00.000
3297,"1 (11) 500 555-0143",1,2012-08-02 00:00:00.000
3298,"954-555-0118",1,2014-06-27 00:00:00.000
3299,"1 (11) 500 555-0159",1,2013-08-26 00:00:00.000
3300,"659-555-0128",1,2014-03-09 00:00:00.000
3301,"297-555-0143",2,2013-12-04 00:00:00.000
3302,"642-555-0110",1,2013-05-15 00:00:00.000
3303,"1 (11) 500 555-0195",2,2014-04-03 00:00:00.000
3304,"123-555-0110",1,2011-11-20 00:00:00.000
3305,"492-555-0117",2,2014-02-22 00:00:00.000
3306,"605-555-0165",2,2014-01-20 00:00:00.000
3307,"357-555-0151",1,2012-10-22 00:00:00.000
3308,"1 (11) 500 555-0167",1,2013-10-29 00:00:00.000
3309,"694-555-0126",2,2014-02-25 00:00:00.000
3310,"597-555-0121",1,2011-12-19 00:00:00.000
3311,"1 (11) 500 555-0194",1,2011-11-24 00:00:00.000
3312,"600-555-0158",2,2012-11-01 00:00:00.000
3313,"1 (11) 500 555-0143",1,2013-07-25 00:00:00.000
3314,"750-555-0147",1,2013-11-06 00:00:00.000
3315,"694-555-0129",1,2012-07-18 00:00:00.000
3316,"622-555-0128",1,2014-03-23 00:00:00.000
3317,"117-555-0139",1,2012-04-03 00:00:00.000
3318,"960-555-0132",2,2013-10-11 00:00:00.000
3319,"122-555-0129",1,2014-01-09 00:00:00.000
3320,"1 (11) 500 555-0170",1,2012-02-12 00:00:00.000
3321,"1 (11) 500 555-0125",2,2014-01-18 00:00:00.000
3322,"1 (11) 500 555-0185",1,2014-02-17 00:00:00.000
3323,"746-555-0185",2,2014-05-31 00:00:00.000
3324,"820-555-0158",1,2013-11-25 00:00:00.000
3325,"1 (11) 500 555-0194",1,2014-06-20 00:00:00.000
3326,"1 (11) 500 555-0157",2,2012-09-05 00:00:00.000
3327,"1 (11) 500 555-0175",1,2014-04-09 00:00:00.000
3328,"449-555-0139",2,2013-11-01 00:00:00.000
3329,"388-555-0121",2,2013-11-30 00:00:00.000
3330,"1 (11) 500 555-0192",1,2013-05-10 00:00:00.000
3331,"160-555-0188",1,2014-03-23 00:00:00.000
3332,"305-555-0199",2,2014-02-26 00:00:00.000
3333,"1 (11) 500 555-0180",2,2013-09-04 00:00:00.000
3334,"762-555-0152",2,2012-04-01 00:00:00.000
3335,"1 (11) 500 555-0123",1,2012-07-14 00:00:00.000
3336,"709-555-0164",1,2013-09-04 00:00:00.000
3337,"768-555-0128",1,2011-08-14 00:00:00.000
3338,"625-555-0151",2,2011-06-18 00:00:00.000
3339,"574-555-0150",1,2013-09-21 00:00:00.000
3340,"456-555-0174",2,2014-05-06 00:00:00.000
3341,"259-555-0129",2,2013-10-23 00:00:00.000
3342,"1 (11) 500 555-0115",2,2011-09-09 00:00:00.000
3343,"1 (11) 500 555-0160",1,2013-10-18 00:00:00.000
3344,"328-555-0139",1,2011-07-22 00:00:00.000
3345,"322-555-0185",2,2014-05-17 00:00:00.000
3346,"1 (11) 500 555-0160",1,2011-09-19 00:00:00.000
3347,"162-555-0165",2,2014-04-19 00:00:00.000
3348,"1 (11) 500 555-0157",2,2013-08-11 00:00:00.000
3349,"1 (11) 500 555-0169",2,2014-01-08 00:00:00.000
3350,"361-555-0188",2,2012-08-11 00:00:00.000
3351,"1 (11) 500 555-0122",1,2014-02-26 00:00:00.000
3352,"746-555-0115",1,2012-06-15 00:00:00.000
3353,"1 (11) 500 555-0135",2,2013-09-13 00:00:00.000
3354,"786-555-0184",2,2014-01-05 00:00:00.000
3355,"121-555-0120",2,2014-06-23 00:00:00.000
3356,"1 (11) 500 555-0188",2,2012-09-28 00:00:00.000
3357,"743-555-0153",2,2013-04-09 00:00:00.000
3358,"202-555-0116",1,2013-12-25 00:00:00.000
3359,"1 (11) 500 555-0189",1,2013-10-11 00:00:00.000
3360,"933-555-0158",2,2013-11-05 00:00:00.000
3361,"1 (11) 500 555-0176",2,2014-04-22 00:00:00.000
3362,"415-555-0197",2,2011-10-04 00:00:00.000
3363,"1 (11) 500 555-0167",2,2013-07-17 00:00:00.000
3364,"292-555-0186",2,2014-03-09 00:00:00.000
3365,"1 (11) 500 555-0172",2,2013-01-08 00:00:00.000
3366,"113-555-0174",2,2012-10-10 00:00:00.000
3367,"1 (11) 500 555-0114",1,2014-05-05 00:00:00.000
3368,"914-555-0114",2,2014-03-06 00:00:00.000
3369,"1 (11) 500 555-0116",2,2014-05-02 00:00:00.000
3370,"564-555-0130",1,2014-05-10 00:00:00.000
3371,"1 (11) 500 555-0184",2,2014-01-09 00:00:00.000
3372,"688-555-0130",1,2014-06-07 00:00:00.000
3373,"1 (11) 500 555-0114",1,2013-05-29 00:00:00.000
3374,"172-555-0197",1,2014-05-23 00:00:00.000
3375,"101-555-0190",2,2013-08-12 00:00:00.000
3376,"1 (11) 500 555-0133",2,2013-09-10 00:00:00.000
3377,"767-555-0139",2,2013-12-04 00:00:00.000
3378,"1 (11) 500 555-0188",2,2013-03-14 00:00:00.000
3379,"116-555-0121",1,2012-11-15 00:00:00.000
3380,"1 (11) 500 555-0187",1,2014-02-27 00:00:00.000
3381,"1 (11) 500 555-0121",1,2011-08-15 00:00:00.000
3382,"1 (11) 500 555-0164",1,2013-09-04 00:00:00.000
3383,"181-555-0119",2,2014-01-23 00:00:00.000
3384,"1 (11) 500 555-0161",1,2014-03-22 00:00:00.000
3385,"569-555-0170",2,2014-06-26 00:00:00.000
3386,"1 (11) 500 555-0179",2,2013-12-28 00:00:00.000
3387,"129-555-0131",2,2014-01-11 00:00:00.000
3388,"188-555-0123",1,2013-04-06 00:00:00.000
3389,"1 (11) 500 555-0120",1,2012-05-29 00:00:00.000
3390,"620-555-0129",2,2012-02-01 00:00:00.000
3391,"1 (11) 500 555-0116",2,2013-11-16 00:00:00.000
3392,"1 (11) 500 555-0116",2,2011-06-08 00:00:00.000
3393,"232-555-0117",1,2014-01-25 00:00:00.000
3394,"1 (11) 500 555-0115",1,2014-05-03 00:00:00.000
3395,"1 (11) 500 555-0155",1,2011-06-11 00:00:00.000
3396,"1 (11) 500 555-0113",1,2014-01-03 00:00:00.000
3397,"175-555-0194",1,2012-02-13 00:00:00.000
3398,"1 (11) 500 555-0119",2,2014-03-12 00:00:00.000
3399,"676-555-0155",1,2013-03-16 00:00:00.000
3400,"175-555-0136",2,2013-11-16 00:00:00.000
3401,"1 (11) 500 555-0134",2,2012-05-22 00:00:00.000
3402,"784-555-0113",2,2013-07-10 00:00:00.000
3403,"1 (11) 500 555-0179",1,2013-11-29 00:00:00.000
3404,"1 (11) 500 555-0171",2,2013-08-13 00:00:00.000
3405,"118-555-0143",2,2013-09-15 00:00:00.000
3406,"299-555-0126",2,2013-10-18 00:00:00.000
3407,"572-555-0195",1,2014-02-06 00:00:00.000
3408,"1 (11) 500 555-0111",1,2012-08-31 00:00:00.000
3409,"920-555-0199",2,2012-04-11 00:00:00.000
3410,"1 (11) 500 555-0126",2,2013-12-26 00:00:00.000
3411,"1 (11) 500 555-0190",2,2013-04-28 00:00:00.000
3412,"1 (11) 500 555-0147",2,2012-11-22 00:00:00.000
3413,"350-555-0153",1,2013-07-06 00:00:00.000
3414,"242-555-0176",1,2012-07-04 00:00:00.000
3415,"1 (11) 500 555-0114",2,2014-02-05 00:00:00.000
3416,"868-555-0128",1,2012-03-28 00:00:00.000
3417,"1 (11) 500 555-0142",2,2013-09-25 00:00:00.000
3418,"387-555-0136",2,2013-12-10 00:00:00.000
3419,"1 (11) 500 555-0114",2,2011-07-25 00:00:00.000
3420,"562-555-0130",1,2014-03-16 00:00:00.000
3421,"1 (11) 500 555-0114",2,2012-11-07 00:00:00.000
3422,"948-555-0113",1,2014-05-21 00:00:00.000
3423,"1 (11) 500 555-0134",1,2013-11-01 00:00:00.000
3424,"200-555-0198",2,2012-02-21 00:00:00.000
3425,"1 (11) 500 555-0170",1,2013-07-11 00:00:00.000
3426,"821-555-0117",2,2013-10-18 00:00:00.000
3427,"722-555-0145",1,2012-08-01 00:00:00.000
3428,"1 (11) 500 555-0191",2,2013-01-20 00:00:00.000
3429,"547-555-0132",1,2013-10-11 00:00:00.000
3430,"620-555-0164",1,2014-03-01 00:00:00.000
3431,"1 (11) 500 555-0187",2,2013-11-29 00:00:00.000
3432,"1 (11) 500 555-0120",1,2013-09-19 00:00:00.000
3433,"236-555-0166",1,2014-04-03 00:00:00.000
3434,"951-555-0141",1,2014-05-16 00:00:00.000
3435,"1 (11) 500 555-0176",1,2012-12-19 00:00:00.000
3436,"744-555-0111",1,2013-02-06 00:00:00.000
3437,"1 (11) 500 555-0137",1,2014-03-01 00:00:00.000
3438,"479-555-0116",1,2014-06-26 00:00:00.000
3439,"1 (11) 500 555-0160",1,2013-12-09 00:00:00.000
3440,"870-555-0130",2,2013-11-08 00:00:00.000
3441,"1 (11) 500 555-0131",2,2013-05-26 00:00:00.000
3442,"261-555-0151",1,2014-04-11 00:00:00.000
3443,"344-555-0198",1,2012-09-02 00:00:00.000
3444,"183-555-0132",1,2012-08-23 00:00:00.000
3445,"951-555-0164",1,2012-03-14 00:00:00.000
3446,"1 (11) 500 555-0119",2,2014-01-11 00:00:00.000
3447,"164-555-0180",2,2013-10-17 00:00:00.000
3448,"1 (11) 500 555-0182",1,2014-05-07 00:00:00.000
3449,"176-555-0168",2,2014-03-18 00:00:00.000
3450,"1 (11) 500 555-0125",1,2013-11-11 00:00:00.000
3451,"1 (11) 500 555-0139",2,2013-12-09 00:00:00.000
3452,"802-555-0191",1,2011-08-27 00:00:00.000
3453,"1 (11) 500 555-0183",2,2013-02-16 00:00:00.000
3454,"1 (11) 500 555-0151",1,2013-07-03 00:00:00.000
3455,"1 (11) 500 555-0129",1,2013-03-17 00:00:00.000
3456,"1 (11) 500 555-0191",2,2013-12-20 00:00:00.000
3457,"959-555-0196",2,2012-01-08 00:00:00.000
3458,"1 (11) 500 555-0177",1,2012-07-17 00:00:00.000
3459,"918-555-0152",1,2014-05-18 00:00:00.000
3460,"608-555-0126",2,2013-07-02 00:00:00.000
3461,"1 (11) 500 555-0112",2,2014-05-21 00:00:00.000
3462,"135-555-0163",1,2011-06-21 00:00:00.000
3463,"478-555-0152",1,2013-07-23 00:00:00.000
3464,"1 (11) 500 555-0112",1,2012-05-09 00:00:00.000
3465,"107-555-0187",1,2014-01-20 00:00:00.000
3466,"1 (11) 500 555-0189",1,2013-11-16 00:00:00.000
3467,"487-555-0136",1,2013-11-16 00:00:00.000
3468,"563-555-0111",2,2013-10-19 00:00:00.000
3469,"1 (11) 500 555-0142",2,2014-02-14 00:00:00.000
3470,"242-555-0195",2,2014-03-12 00:00:00.000
3471,"1 (11) 500 555-0117",1,2012-09-10 00:00:00.000
3472,"1 (11) 500 555-0114",2,2013-05-22 00:00:00.000
3473,"813-555-0193",1,2013-11-27 00:00:00.000
3474,"601-555-0134",1,2013-10-17 00:00:00.000
3475,"1 (11) 500 555-0122",1,2012-08-10 00:00:00.000
3476,"732-555-0142",1,2013-05-08 00:00:00.000
3477,"438-555-0125",2,2013-06-23 00:00:00.000
3478,"1 (11) 500 555-0149",1,2013-10-30 00:00:00.000
3479,"236-555-0139",2,2013-09-26 00:00:00.000
3480,"778-555-0133",1,2012-03-30 00:00:00.000
3481,"1 (11) 500 555-0186",1,2014-02-03 00:00:00.000
3482,"139-555-0185",2,2014-01-21 00:00:00.000
3483,"1 (11) 500 555-0116",1,2011-10-14 00:00:00.000
3484,"155-555-0141",1,2014-02-15 00:00:00.000
3485,"1 (11) 500 555-0139",2,2013-04-20 00:00:00.000
3486,"1 (11) 500 555-0152",1,2012-10-05 00:00:00.000
3487,"1 (11) 500 555-0160",1,2013-05-23 00:00:00.000
3488,"187-555-0120",1,2014-04-06 00:00:00.000
3489,"1 (11) 500 555-0139",1,2013-08-15 00:00:00.000
3490,"974-555-0184",2,2013-07-05 00:00:00.000
3491,"1 (11) 500 555-0123",2,2012-12-21 00:00:00.000
3492,"1 (11) 500 555-0132",2,2013-03-16 00:00:00.000
3493,"1 (11) 500 555-0177",2,2013-09-23 00:00:00.000
3494,"983-555-0126",2,2014-05-30 00:00:00.000
3495,"1 (11) 500 555-0189",2,2014-03-14 00:00:00.000
3496,"141-555-0141",2,2013-12-13 00:00:00.000
3497,"1 (11) 500 555-0171",1,2013-10-14 00:00:00.000
3498,"1 (11) 500 555-0111",2,2013-09-06 00:00:00.000
3499,"651-555-0168",1,2013-09-19 00:00:00.000
3500,"1 (11) 500 555-0120",2,2014-04-11 00:00:00.000
3501,"1 (11) 500 555-0184",1,2013-12-21 00:00:00.000
3502,"195-555-0184",1,2014-05-06 00:00:00.000
3503,"1 (11) 500 555-0188",1,2013-04-10 00:00:00.000
3504,"1 (11) 500 555-0115",2,2013-09-07 00:00:00.000
3505,"1 (11) 500 555-0119",1,2013-07-27 00:00:00.000
3506,"130-555-0137",1,2014-02-03 00:00:00.000
3507,"1 (11) 500 555-0123",1,2013-10-05 00:00:00.000
3508,"735-555-0180",2,2013-12-14 00:00:00.000
3509,"398-555-0199",2,2012-03-11 00:00:00.000
3510,"278-555-0186",2,2013-07-13 00:00:00.000
3511,"1 (11) 500 555-0127",2,2013-05-02 00:00:00.000
3512,"1 (11) 500 555-0181",2,2013-12-10 00:00:00.000
3513,"433-555-0119",2,2014-03-06 00:00:00.000
3514,"435-555-0148",1,2012-01-11 00:00:00.000
3515,"1 (11) 500 555-0148",1,2013-08-13 00:00:00.000
3516,"1 (11) 500 555-0178",2,2013-11-25 00:00:00.000
3517,"1 (11) 500 555-0164",2,2012-02-04 00:00:00.000
3518,"674-555-0195",1,2014-02-16 00:00:00.000
3519,"1 (11) 500 555-0117",1,2012-10-31 00:00:00.000
3520,"1 (11) 500 555-0189",1,2013-01-24 00:00:00.000
3521,"502-555-0117",1,2014-03-16 00:00:00.000
3522,"148-555-0148",1,2013-03-04 00:00:00.000
3523,"830-555-0114",1,2014-03-10 00:00:00.000
3524,"1 (11) 500 555-0144",1,2012-02-10 00:00:00.000
3525,"131-555-0185",1,2014-03-05 00:00:00.000
3526,"513-555-0119",1,2013-08-05 00:00:00.000
3527,"1 (11) 500 555-0141",2,2013-08-01 00:00:00.000
3528,"1 (11) 500 555-0117",1,2014-02-18 00:00:00.000
3529,"319-555-0171",1,2014-02-24 00:00:00.000
3530,"617-555-0146",2,2012-03-16 00:00:00.000
3531,"274-555-0128",1,2013-04-02 00:00:00.000
3532,"1 (11) 500 555-0137",1,2013-07-08 00:00:00.000
3533,"424-555-0117",1,2013-09-02 00:00:00.000
3534,"607-555-0192",2,2014-02-19 00:00:00.000
3535,"1 (11) 500 555-0194",2,2013-02-20 00:00:00.000
3536,"1 (11) 500 555-0192",2,2011-06-14 00:00:00.000
3537,"1 (11) 500 555-0164",1,2014-01-22 00:00:00.000
3538,"158-555-0169",2,2012-11-25 00:00:00.000
3539,"1 (11) 500 555-0117",2,2012-06-11 00:00:00.000
3540,"912-555-0182",2,2013-08-06 00:00:00.000
3541,"1 (11) 500 555-0114",1,2012-11-20 00:00:00.000
3542,"205-555-0115",1,2012-06-28 00:00:00.000
3543,"1 (11) 500 555-0176",2,2013-11-22 00:00:00.000
3544,"1 (11) 500 555-0186",2,2013-10-19 00:00:00.000
3545,"862-555-0136",1,2013-06-17 00:00:00.000
3546,"1 (11) 500 555-0119",2,2013-12-12 00:00:00.000
3547,"394-555-0112",1,2013-12-17 00:00:00.000
3548,"1 (11) 500 555-0111",2,2013-08-02 00:00:00.000
3549,"556-555-0130",1,2014-01-16 00:00:00.000
3550,"1 (11) 500 555-0127",2,2013-11-02 00:00:00.000
3551,"1 (11) 500 555-0117",2,2013-11-28 00:00:00.000
3552,"719-555-0165",1,2013-08-22 00:00:00.000
3553,"1 (11) 500 555-0134",1,2011-08-27 00:00:00.000
3554,"780-555-0156",1,2014-06-03 00:00:00.000
3555,"1 (11) 500 555-0154",2,2013-10-16 00:00:00.000
3556,"545-555-0144",1,2013-07-23 00:00:00.000
3557,"1 (11) 500 555-0152",2,2014-03-31 00:00:00.000
3558,"1 (11) 500 555-0125",1,2013-10-22 00:00:00.000
3559,"1 (11) 500 555-0185",1,2014-04-11 00:00:00.000
3560,"162-555-0131",1,2012-02-10 00:00:00.000
3561,"713-555-0181",1,2013-12-22 00:00:00.000
3562,"1 (11) 500 555-0166",2,2013-04-30 00:00:00.000
3563,"159-555-0133",2,2013-09-23 00:00:00.000
3564,"634-555-0146",2,2013-07-10 00:00:00.000
3565,"291-555-0119",1,2012-08-17 00:00:00.000
3566,"1 (11) 500 555-0192",2,2013-11-27 00:00:00.000
3567,"185-555-0180",2,2014-03-22 00:00:00.000
3568,"148-555-0115",1,2011-11-14 00:00:00.000
3569,"1 (11) 500 555-0169",1,2011-09-11 00:00:00.000
3570,"994-555-0119",2,2013-09-24 00:00:00.000
3571,"1 (11) 500 555-0114",1,2013-11-25 00:00:00.000
3572,"682-555-0190",1,2011-08-23 00:00:00.000
3573,"611-555-0119",1,2013-10-18 00:00:00.000
3574,"1 (11) 500 555-0170",2,2014-03-25 00:00:00.000
3575,"377-555-0181",2,2014-05-23 00:00:00.000
3576,"595-555-0185",1,2014-02-20 00:00:00.000
3577,"1 (11) 500 555-0177",1,2012-12-04 00:00:00.000
3578,"405-555-0128",1,2013-06-02 00:00:00.000
3579,"966-555-0116",1,2014-01-25 00:00:00.000
3580,"787-555-0124",1,2013-07-18 00:00:00.000
3581,"1 (11) 500 555-0151",2,2013-09-23 00:00:00.000
3582,"1 (11) 500 555-0147",1,2013-02-06 00:00:00.000
3583,"357-555-0117",1,2012-10-14 00:00:00.000
3584,"1 (11) 500 555-0179",1,2012-05-17 00:00:00.000
3585,"232-555-0179",1,2013-09-02 00:00:00.000
3586,"1 (11) 500 555-0149",1,2012-01-24 00:00:00.000
3587,"572-555-0144",2,2013-09-23 00:00:00.000
3588,"1 (11) 500 555-0113",2,2013-02-16 00:00:00.000
3589,"937-555-0134",1,2013-05-30 00:00:00.000
3590,"666-555-0172",1,2013-08-23 00:00:00.000
3591,"1 (11) 500 555-0121",2,2014-02-05 00:00:00.000
3592,"1 (11) 500 555-0182",1,2014-05-18 00:00:00.000
3593,"415-555-0170",1,2013-11-23 00:00:00.000
3594,"1 (11) 500 555-0172",2,2013-12-14 00:00:00.000
3595,"124-555-0194",2,2012-10-30 00:00:00.000
3596,"412-555-0116",2,2013-01-14 00:00:00.000
3597,"170-555-0113",1,2013-01-05 00:00:00.000
3598,"989-555-0194",2,2013-12-14 00:00:00.000
3599,"1 (11) 500 555-0190",1,2013-08-16 00:00:00.000
3600,"551-555-0154",1,2014-05-07 00:00:00.000
3601,"1 (11) 500 555-0145",1,2013-03-12 00:00:00.000
3602,"294-555-0113",1,2014-04-12 00:00:00.000
3603,"804-555-0174",1,2013-04-04 00:00:00.000
3604,"1 (11) 500 555-0184",2,2014-03-03 00:00:00.000
3605,"697-555-0174",1,2013-08-06 00:00:00.000
3606,"1 (11) 500 555-0165",2,2013-09-17 00:00:00.000
3607,"1 (11) 500 555-0127",2,2013-09-08 00:00:00.000
3608,"134-555-0165",2,2013-12-27 00:00:00.000
3609,"856-555-0125",1,2014-01-14 00:00:00.000
3610,"1 (11) 500 555-0116",2,2013-09-21 00:00:00.000
3611,"680-555-0159",2,2014-04-17 00:00:00.000
3612,"1 (11) 500 555-0151",2,2014-04-13 00:00:00.000
3613,"955-555-0114",1,2014-01-16 00:00:00.000
3614,"433-555-0141",1,2014-05-08 00:00:00.000
3615,"1 (11) 500 555-0188",1,2013-03-20 00:00:00.000
